,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
563,"Por medio de la cual se declara patrimonio cultural e inmaterial de la Nación el carnaval del distrito especial, turístico y cultural de Riohacha, a su ícono los embarradores y la música del pilón riohachero y se dictan otras disposiciones. ",Carnaval de Riohacha,Publicada Ponencia Segundo Debate,"jul. 20, 2018","En desarrollo del objeto de la presente ley, el Gobierno Nacional podrá efectuar asignaciones presupuestales, para la ejecución de las siguientes actividades: a) Elaboración de monumentos conmemorativos a los Íconos Representativos del Carnaval del Distrito Especial, Turístico y Cultural de Riohacha, de su ícono los embarradores y de la música del pilón riohachero; b) Construcción de escenarios adecuados para la realización del carnaval; c) Construcción y adecuación de escuelas folclóricas que sirvan de apoyo a las expresiones autóctonas de los eventos declarados Patrimonio Cultural e Inmaterial en la presente ley; d) Inclusión en el Presupuesto General de la Nación de las partidas necesarias para cumplir con lo dispuesto en esta ley.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-declara-patrimonio-cultural-e-inmaterial-de-la-nacion-el-carnaval-del-distrito-especial-turistico-y-cultural-de-riohacha-a-su-icono-los-embarradores-y-la-musica-del-pilon-riohachero-y-se-dictan-otras-disposiciones-carnaval-de-riohacha/9364/,564
564,Por medio de la cual la Nación se asocia y rinde público homenaje al municipio de Ocaña en el departamento de Norte de Santander con motivo de la celebración de los cuatrocientos cincuenta años de su fundación y se dictan otras disposiciones. ,"450 años de Ocaña, Norte de Santander",Aprobado Segundo Debate,"jul. 20, 2018","La presente ley tiene como finalidad que la Nación se asocie a la solemne conmemoración de la fundación del municipio de Ocaña, que tuvo lugar el 14 de diciembre de 1570 y rinda un homenaje público a través de distintos reconocimientos de carácter histórico, cultural y material, como contribución al municipio y sus habitantes por su aporte sustancial a la consolidación de la nacionalidad colombiana, su fundamental concurso a la causa emancipadora exaltada por el Padre de la Patria al llamarla “Ocaña Independiente”, destaca la contribución de su acervo humano al caudal de las letras y las artes colombianas, reconoce la profunda vocación patriótica de sus gentes, su culto y espiritual talante.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-la-nacion-se-asocia-y-rinde-publico-homenaje-al-municipio-de-ocana-en-el-departamento-de-norte-de-santander-con-motivo-de-la-celebracion-de-los-cuatrocientos-cincuenta-anos-de-su-fundacion-y-se-dictan-otras-disposiciones-450-anos-de-ocana-norte-de-santander/9417/,565
565,Por la cual se modifica la Ley 160 de 1994 y se dictan otras disposiciones. ,Desarrollo integral del campo,Publicación,"jul. 20, 2018","El desarrollo integral del campo depende de un adecuado balance entre las diferentes formas de producción, tales como la agricultura campesina, familiar y comunitaria, agroindustria, turismo, agricultura comercial de escala, el sector minero energético, vivienda, infraestructura y servicios públicos, orientado a la generación de capacidades, la competitividad y el fomento de la productividad como condición para el desarrollo del campo, armonizadas con el Plan Nacional de Desarrollo y los planes de ordenamiento territorial (POT), o instrumento equivalente, con criterios de sostenibilidad ambiental y respeto a la propiedad privada y los derechos de los grupos étnicos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-modifica-la-ley-160-de-1994-y-se-dictan-otras-disposiciones-desarrollo-integral-del-campo/9344/,566
566,Por la cual se establecen las condiciones de disposición final segura de los aceites lubricantes usados y de los aceites industriales usados en el territorio nacional y se prohíbe la combustión de los mismos o su reutilización parcial o total sin tratamiento de transformación. ,Disposición de aceites usados,Retirado por el Autor,"jul. 20, 2018","Busca establecer los requerimientos para la disposición ambientalmente segura de los aceites lubricantes usados y de los aceites industriales usados, ya que actualmente en Colombia no existe una regulación que prohíba la combustión de los aceites usados o que promueva las tecnologías actualmente aceptadas en el mundo para una disposición ambientalmente segura de los mismos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-establecen-las-condiciones-de-disposicion-final-segura-de-los-aceites-lubricantes-usados-y-de-los-aceites-industriales-usados-en-el-territorio-nacional-y-se-prohibe-la-combustion-de-los-mismos-o-su-reutilizacion-parcial-o-total-sin-tratamiento-de-transformacion-disposicion-de-aceites-usados/9353/,567
567,"Por medio de la cual se incorporan al Título XII del Código Penal (Ley 599 de 2000) disposiciones tendientes a combatir grupos armados organizados ilegales de cualquier tipo, incluyendo los denominados autodefensas; grupos de seguridad que ejecuten actos ilegales; paramilitares, así como sus redes de apoyo, estructuras o prácticas u otras denominaciones equivalentes. ",Paramilitarismo como tipo penal,Publicada Ponencia Primer Debate,"jul. 20, 2018","Implementar el acuerdo final para la terminación del conflicto y la construcción de una paz estable y duradera, suscrito el 24 de noviembre de 2016, entre el gobierno nacional y la extinta guerrilla de las FARC-EP, en especial, lo dispuesto en el punto 3.4 sobre garantías de seguridad y lucha contra las organizaciones criminales que hayan sido denominadas como sucesoras del paramilitarismo y sus redes de apoyo.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-incorporan-al-titulo-xii-del-codigo-penal-ley-599-de-2000-disposiciones-tendientes-a-combatir-grupos-armados-organizados-ilegales-de-cualquier-tipo-incluyendo-los-denominados-autodefensas-grupos-de-seguridad-que-ejecuten-actos-ilegales-paramilitares-asi-como-sus-redes-de-apoyo-estructuras-o-practicas-u-otras-denominaciones-equivalentes-paramilitarismo-como-tipo-penal/9354/,568
568,"Por medio de la cual se adiciona el Decreto 1056 de 1953- Código de Petróleos, la Ley 10 de 1961- disposiciones en el ramo de petróleos, se adiciona y modifica la Ley 685 de 2001- Código de Minas y se dictan otras disposiciones. ",Exploración minera,Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente ley tiene por objeto garantizar la contratación de mano de obra local calificada y no calificada en los municipios en los que se desarrollen proyectos de exploración y producción minera y de hidrocarburos. Asimismo, pretende que las empresas nacionales y las compañías extranjeras que desplieguen actividades de exploración y producción minera y de hidrocarburos, establezcan su sede principal domiciliada en el municipio o distrito capital del departamento en donde las desarrollen.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-adiciona-el-decreto-1056-de-1953--codigo-de-petroleos-la-ley-10-de-1961--disposiciones-en-el-ramo-de-petroleos-se-adiciona-y-modifica-la-ley-685-de-2001--codigo-de-minas-y-se-dictan-otras-disposiciones-exploracion-minera/9363/,569
569,Por medio de la cual se modifica parcialmente la Ley 1209 de 2008 y se dictan otras disposiciones. ,Seguridad en piscinas,Aprobado Primer Debate,"jul. 20, 2018","La presente ley tiene por objeto ampliar el ámbito de aplicación de la Ley 1209 e 2008, para que bajo su regulación se encuentren todas las piscinas y estructuras similares que tengan una profundidad mayor a 30 centímetros, y que no estén ubicadas en habitaciones privadas y cuenten con un control de acceso siempre y cuando no tengan sistemas de recirculación que generen riesgo de atrapamiento y que no sean de uso recreativo, indistintamente del número de posibles usuarios y su titularidad. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-parcialmente-la-ley-1209-de-2008-y-se-dictan-otras-disposiciones-seguridad-en-piscinas/9365/,570
570,Por medio de la cual se dictan disposiciones en materia de acciones de prevención y atención para los y las adolescentes vinculados al sistema de responsabilidad penal y se modifica parcialmente su régimen sancionatorio. ,Responsabilidad penal de menores,Publicación,"jul. 20, 2018","El presente proyecto de ley tiene por objeto adicionar acciones de prevención y atención para los y las adolescentes vinculados al sistema de responsabilidad penal. Igualmente busca modificar el mecanismo sancionatorio en el sistema de responsabilidad penal para adolescentes que tengan entre catorce (14) hasta dieciocho (18) años y sean declarados responsables penalmente por la comisión de delitos de homicidio doloso, secuestro extorsivo, hurto calificado, extorsión en todas sus formas y delitos agravados contra la libertad, integridad y formación sexual, con la finalidad de aplicarles un trato diferencial con respecto a la sanción a imponer.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dictan-disposiciones-en-materia-de-acciones-de-prevencion-y-atencion-para-los-y-las-adolescentes-vinculados-al-sistema-de-responsabilidad-penal-y-se-modifica-parcialmente-su-regimen-sancionatorio-responsabilidad-penal-de-menores/9366/,571
571,Por medio del cual se otorgan beneficios a deudores del Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior (Icetex) y se dictan otras disposiciones. ,Beneficios a deudores del Icetex,Publicación,"jul. 20, 2018","El presente proyecto de ley tiene como finalidad contribuir a la reactivación de la economía colombiana auscultando vías de crecimiento a partir del aumento de la demanda agregada en su componente del consumo, específicamente mediante la acción de la administración pública al generar un aumento del ingreso disponible en la población juvenil donde se evidencian los más altos niveles de desempleo e informalidad, como consecuencia, la transferencia al paliar la deserción universitaria, puede considerarse como una inversión a mediano plazo para aumentar la productividad del país garantizando la formación de mano de obra cualificada. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-otorgan-beneficios-a-deudores-del-instituto-colombiano-de-credito-educativo-y-estudios-tecnicos-en-el-exterior-icetex-y-se-dictan-otras-disposiciones-beneficios-a-deudores-del-icetex/9375/,572
572,Por medio del cual se crea el Servicio Social para la Paz y se dictan otras disposiciones. ,Crea el Servicio Social para la Paz,Archivado por Vencimiento de Términos,"jul. 20, 2018","La paz es un derecho y un deber de obligatorio cumplimiento. En desarrollo de este deber, los colombianos y colombianas están obligados a prestar un servicio social para promover la construcción de paz, promover los Derechos Humanos y la profundización de la democracia. La ley reglamentará las formas y los procedimientos para la prestación de este servicio social para la paz. Asimismo, determinará las prerrogativas para su prestación y las condiciones que, en todo tiempo, eximen de la prestación de este servicio. No dependerá orgánicamente de las instituciones militares y la prestación de este servicio social para la Paz será equivalente al servicio militar (para todo efecto legal).",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-el-servicio-social-para-la-paz-y-se-dictan-otras-disposiciones-crea-el-servicio-social-para-la-paz/9381/,573
573,Por medio del cual se crean 16 Circunscripciones Transitorias Especiales de Paz para la Cámara de Representantes. ,Circunscripciones Transitorias Especiales de Paz,Acumulado,"jul. 20, 2018","La Cámara de Representantes tendrá 16 representantes adicionales por dos períodos constitucionales de cuatro años que entrarán a regir a partir de la promulgación del presente acto legislativo, estos serán elegidos en igual número de Circunscripciones Transitorias Especiales de Paz, uno por cada una de dichas Circunscripciones. La curul se asignará al candidato de la lista con mayor cantidad de votos. Las listas deberán elaborarse teniendo en cuenta el principio de equidad e igualdad de género. Asimismo, serán paritarias, esto es, conformadas por una mujer y un hombre.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crean-16-circunscripciones-transitorias-especiales-de-paz-para-la-camara-de-representantes-circunscripciones-transitorias-especiales-de-paz/9382/,574
574,"Por medio de la cual se establecen lineamiento para la implementación de las escuelas para padres y madres en las instituciones de educación preescolar, básica y media del país, se deroga la Ley 1404 de 2010 y se dictan otras disposiciones. ",Escuelas para padres,Aprobado Primer Debate,"jul. 20, 2018","Las instituciones educativas públicas y privadas garantizarán la participación obligatoria de los padres, madres, tutores y cuidadores de los estudiantes de preescolar, básica y media en las escuelas de padres y madres, con el fin de involucrarlos directamente en los procesos formativos, académicos, de valores y principios de los menores a su cargo, fortalecer la familia como núcleo fundamental de la sociedad, y para informar, atender, prevenir y diagnosticar en temas que atenten contra la salud física y mental de los niños y sus padres.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-lineamiento-para-la-implementacion-de-las-escuelas-para-padres-y-madres-en-las-instituciones-de-educacion-preescolar-basica-y-media-del-pais-se-deroga-la-ley-1404-de-2010-y-se-dictan-otras-disposiciones-escuelas-para-padres/9404/,575
575,"Por medio del cual se incluye al sector religioso en el Consejo Nacional de Planeación, en los Consejos Territoriales de Planeación y se dictan otras disposiciones. ",Religiosos en los consejos de planeación,Publicación,"jul. 20, 2018","Busca permitir que el sector religioso tenga representación en el Consejo Nacional de Planeación y en los demás niveles de los Consejos de Planeación, como sector que aporta al bien común y a la reconstrucción del tejido social. Así como modificar la participación de las organizaciones y entidades  que integran el Comité Consultivo en asuntos religiosos, conciencia y culto del Ministerio del Interior creado mediante resolución 2615 de 2009, con el fin de permitir una mayor inclusión del sector en las decisiones que se dan en este tema.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-incluye-al-sector-religioso-en-el-consejo-nacional-de-planeacion-en-los-consejos-territoriales-de-planeacion-y-se-dictan-otras-disposiciones-religiosos-en-los-consejos-de-planeacion/9413/,576
576,Por medio de la cual se crea la Sociedad por Acciones Simplificada Deportiva (SASD). ,"Crea la Sociedad por Acciones Simplificada Deportiva, SASD",Publicada Ponencia Primer Debate,"jul. 20, 2018","La presente ley, al tiempo que se impone la obligatoria conversión de todos los clubes profesionales en sociedades anónimas o por acciones simplificadas, se incluye una amplia regulación de la denominada SASD. La propuesta de la nueva modalidad asociativa para los clubes deportivos se orienta a proveer de mejores y más eficaces mecanismos para la gestión de estas entidades. Así, al tiempo que se favorece la inversión en esta clase de entidades, se determinan con claridad las responsabilidades jurídicas para accionistas y administradores.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-la-sociedad-por-acciones-simplificada-deportiva-sasd-crea-la-sociedad-por-acciones-simplificada-deportiva-sasd/9421/,577
577,Por medio del cual se modifican las disposiciones de la Ley 69 de 1993 y de la Ley 101 de 1993 y se dictan otras disposiciones. ,Seguro agropecuario,Publicada Ponencia Segundo Debate,"jul. 20, 2018","Establece el seguro agropecuario en Colombia, como instrumento para incentivar y proteger la producción de alimentos, buscar el mejoramiento económico del sector rural, promoviendo el ordenamiento económico del sector agropecuario y como estrategia para coadyuvar al desarrollo global del país.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifican-las-disposiciones-de-la-ley-69-de-1993-y-de-la-ley-101-de-1993-y-se-dictan-otras-disposiciones-seguro-agropecuario/9422/,578
578,"Por la cual se modifica la Ley 270 de 1996, Estatutaria de la Administración de Justicia, se establecen los mecanismos para la resolución de controversias y litigios agrarios y rurales, y se dictan otras disposiciones. ",Litigios agrarios,Publicada Ponencia Primer Debate,"jul. 20, 2018","Tiene como objeto establecer el marco orgánico y procesal que rige las actuaciones judiciales y mecanismos alternativos para la resolución de los litigios y controversias respecto de los derechos de propiedad, uso y tenencia de bienes inmuebles ubicados en suelo clasificado como rural, así como de las relaciones económicas de índole agraria particularmente descritas en esta Ley.",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-modifica-la-ley-270-de-1996-estatutaria-de-la-administracion-de-justicia-se-establecen-los-mecanismos-para-la-resolucion-de-controversias-y-litigios-agrarios-y-rurales-y-se-dictan-otras-disposiciones-litigios-agrarios/9342/,579
579,"Por la cual se regula el servicio público de Adecuación de Tierras, ADT y se dictan otras disposiciones. ","Adecuación de Tierras, ADT",Publicación,"jul. 20, 2018","La presente ley tiene por objeto regular, orientar y hacer seguimiento el servicio público de adecuación de tierras, con el fin de mejorar la productividad del sector agropecuario, haciendo un uso eficiente y sostenible de los recursos suelo y agua, y contribuir al desarrollo rural integral con enfoque territorial, incluyendo el impulso a la producción agrícola familiar, la economía campesina y la seguridad alimentaria.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-regula-el-servicio-publico-de-adecuacion-de-tierras-adt-y-se-dictan-otras-disposiciones-adecuacion-de-tierras-adt/9345/,580
580,Por la cual se establece el reajuste anual de pensiones. ,Reajuste anual de pensiones,Concepto Institucional,"jul. 20, 2018","Las pensiones de vejez o jubilación, de invalidez y de sustitución o sobrevivientes en cualquiera de los dos regímenes del Sistema General de Pensiones, se reajustarán anualmente de oficio el 1° de enero de cada año, según el incremento del salario mínimo legal mensual vigente (smlmv).",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-establece-el-reajuste-anual-de-pensiones-reajuste-anual-de-pensiones/9346/,581
581,Por medio de la cual se garantiza la atención integral prioritaria a la primera infancia en situación de emergencia vital en zonas rurales y rurales dispersas. ,Atención integral prioritaria a la primera infancia,Concepto Institucional,"jul. 20, 2018","Con el fin de organizar la respuesta inmediata en situaciones de emergencia vital de la primera infancia créese la Comisión Intersectorial de Monitoreo Vital de la Primera Infancia Rural, la cual tendrá por misionalidad organizar la respuesta intersectorial, nacional, regional y local de manera inmediata para la prevención y atención a la primera infancia en condiciones de emergencia vital.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-garantiza-la-atencion-integral-prioritaria-a-la-primera-infancia-en-situacion-de-emergencia-vital-en-zonas-rurales-y-rurales-dispersas-atencion-integral-prioritaria-a-la-primera-infancia/9347/,582
582,"Por medio del cual se modifica la Ley 769 de 2002, se especifica el accidente de tránsito en animal doméstico, silvestre o en situación de abandono y se garantiza su atención por parte del Soat. ",Soat para animales,Publicada Ponencia Primer Debate,"jul. 20, 2018","Atender a los animales domésticos o silvestres y en situación de abandono, donde se destine un porcentaje del 1% del Seguro Obligatorio para Accidentes de Tránsito –SOAT- que garantice la atención inmediata e incondicional de animales víctimas de accidentes de tránsito que sufran lesiones corporales y muerte.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-la-ley-769-de-2002-se-especifica-el-accidente-de-transito-en-animal-domestico-silvestre-o-en-situacion-de-abandono-y-se-garantiza-su-atencion-por-parte-del-soat-soat-para-animales/9348/,583
583,"Por el cual se regula las condiciones de bienestar animal en la reproducción, cría y comercialización de animales de compañía en el territorio colombiano. ",Regulación criaderos de animales,Publicada Ponencia Segundo Debate,"jul. 20, 2018","Reglamentar las actividades relacionadas con la explotación de animales de compañía, por parte de todo tipo de criadero, los criaderos comerciales y criadores individuales, como las tiendas de animales y veterinarias; buscando siempre que se cumpla con los principios contenidos en el artículo 3 de la ley 1774 de 2016",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-regula-las-condiciones-de-bienestar-animal-en-la-reproduccion-cria-y-comercializacion-de-animales-de-compania-en-el-territorio-colombiano-regulacion-criaderos-de-animales/9349/,584
584,Por medio de la cual se establecen requisitos para los pasos de fauna en la construcción de vías terrestres y se dictan otras disposiciones. ,"Pasos verdes, pasos de fauna",Retirado por el Autor,"jul. 20, 2018","Establecer los requisitos ambientales para la construcción de vías terrestres en cuanto a pasos de fauna en todo el territorio nacional, poniendo por encima de cualquier circunstancia, la vida de los denominados “Seres Sintientes” que se ve alterada por las grandes obras de infraestructura vial que se ejecutan en nuestro país",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-requisitos-para-los-pasos-de-fauna-en-la-construccion-de-vias-terrestres-y-se-dictan-otras-disposiciones-pasos-verdes-pasos-de-fauna/9350/,585
585,"Por medio del cual se crean las mesas ambientales en el territorio nacional como espacio de participación multisectorial, institucional y multidisciplinario. ",Mesas ambientales,Archivado en Debate,"jul. 20, 2018","Busca equilibrar el poder del ciudadano y de las entidades territoriales en su interlocución con los entes privados y autoridades públicas del nivel municipal, regional y nacional en lo referente a los bienes y servicios ambientales, usos del suelo y los recursos naturales renovables y no renovables de los territorios que habitan",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crean-las-mesas-ambientales-en-el-territorio-nacional-como-espacio-de-participacion-multisectorial-institucional-y-multidisciplinario-mesas-ambientales/9351/,586
586,"Por medio del cual se prohíbe la utilización de elementos que laceren, mutilen, hieran, quemen o den muerte en espectáculos públicos a animales y se dictan otras disposiciones. ",Antitaurino,Publicación,"jul. 20, 2018","Regular un espacio que, por hacer parte de la cultura, no ha sido objeto de regulación con respecto al trato que se le da a los animales, los cuales padecen crueles sufrimientos al ser objetos de espectáculos crueles que desconocen su condición de seres sintientes",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-prohibe-la-utilizacion-de-elementos-que-laceren-mutilen-hieran-quemen-o-den-muerte-en-espectaculos-publicos-a-animales-y-se-dictan-otras-disposiciones-antitaurino/9352/,587
587,Por la cual se reduce la cotización mensual al régimen contributivo de salud de los pensionados. ,Reducción aporte pensionados,Concepto Institucional,"jul. 20, 2018","El objetivo de esta iniciativa es disminuir el aporte al Sistema de Seguridad Social en Salud del 12% al 4% que realizan los pensionados de Colombia (inciso 2, artículo 204 de la Ley 100 de 1993), como un acto de justicia con esta población objeto de especial protección, quienes ven reducido su ingreso disponible mensual por efectos de esta contribución, la cual afecta directamente los derechos al mínimo vital y condiciones de dignidad y calidad de vida en la vejez.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-reduce-la-cotizacion-mensual-al-regimen-contributivo-de-salud-de-los-pensionados-reduccion-aporte-pensionados/9355/,588
588,Por el cual se incorpora el artículo 49-A dentro del Capítulo II del Título II de la Constitución Política de Colombia. ,Agua como un derecho,Archivado por Vencimiento de Términos,"jul. 20, 2018","Pretende establecer “el agua como derecho fundamental, dentro del Capítulo I del Título II de la Constitución Política de Colombia” teniendo en cuenta que el agua es un elemento del que deben gozar todos los seres humanos de esta y las generaciones futuras. Como resultado de ello, el Estado está en la obligación de velar por su conservación y desarrollo sostenible y garantizar a la población el acceso al agua para atender sus necesidades básicas.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-incorpora-el-articulo-49-a-dentro-del-capitulo-ii-del-titulo-ii-de-la-constitucion-politica-de-colombia-agua-como-un-derecho/9356/,589
589,"Por medio del cual se modifica el Código Sustantivo del Trabajo, con el fin de armonizar el derecho de huelga con los convenios sobre libertad sindical de la organización internacional del trabajo. ",Derecho de huelga,Publicada Ponencia Primer Debate,"jul. 20, 2018","Armonizar el derecho a la huelga a los Convenios sobre Libertad Sindical de la Organización Internacional del Trabajo. El derecho de huelga está regulado en Colombia en el Código Sustantivo del Trabajo bajo una perspectiva pre-constitucional que no consulta el espíritu del constituyente ni los convenios mencionados, que integran el bloque de la constitucionalidad que amerita la propuesta de reforma al régimen de intervención legal.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-codigo-sustantivo-del-trabajo-con-el-fin-de-armonizar-el-derecho-de-huelga-con-los-convenios-sobre-libertad-sindical-de-la-organizacion-internacional-del-trabajo-derecho-de-huelga/9357/,590
590,Por la cual se ordena la implementación del programa de formalización y transferencia con criterio progresivo de ocupaciones en baldíos de adjudicables de la Nación en zonas específicas del territorio nacional. ,Adjudicación de baldíos,Publicada Ponencia Primer Debate,"jul. 20, 2018",La presente ley tiene por objeto la implementación del programa de transferencia de propiedad y formalización de ocupaciones sobre terrenos baldíos adjudicables en zonas específicas del territorio nacional caracterizadas por la ausencia histórica del Estado y los altos niveles de informalidad en la tenencia de la tierra.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-ordena-la-implementacion-del-programa-de-formalizacion-y-transferencia-con-criterio-progresivo-de-ocupaciones-en-baldios-de-adjudicables-de-la-nacion-en-zonas-especificas-del-territorio-nacional-adjudicacion-de-baldios/9359/,591
591,Por la cual se dictan normas para la protección y el restablecimiento de derechos de las personas habitantes de calle con discapacidad mental. ,Protección habitantes de calle,Retirado por el Autor,"jul. 20, 2018","El objetivo es contribuir invaluablemente a la rehabilitación, resocialización y protección de los derechos de los habitantes de calle con discapacidad mental, teniendo en cuenta que se encuentran en un contexto de vulnerabilidad y desprotección; es por ello, que se busca mejorar las condiciones de vida de estas personas que por diversas circunstancias optaron por la vida de la calle. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-dictan-normas-para-la-proteccion-y-el-restablecimiento-de-derechos-de-las-personas-habitantes-de-calle-con-discapacidad-mental-proteccion-habitantes-de-calle/9360/,592
592,Por medio del cual se reglamenta la profesión de ingeniería agropecuaria y se dictan otras disposiciones. ,Reglamenta la profesión de ingeniería agropecuaria,Publicada Ponencia Primer Debate,"jul. 20, 2018","El presente proyecto tiene como objeto adoptar la profesión de ingeniería agropecuaria y adecuar el ejercicio profesional a las normas técnicas, científicas y ambientales del sector agropecuario con un concepto sistémico e integral. Se busca además, adaptar la profesión a las nuevas realidades del sector, proporcionándole al profesional los medios para adquirir aptitudes que le permitan una concepción holística bajo la perspectiva de la sostenibilidad de los recursos naturales, sociales y humanos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-reglamenta-la-profesion-de-ingenieria-agropecuaria-y-se-dictan-otras-disposiciones-reglamenta-la-profesion-de-ingenieria-agropecuaria/9362/,593
593,"Por medio del cual se crea parcialmente la Ley General Fronteriza, bajo los preceptos constitucionales del artículo 337 de la Constitución Política, con respecto al desarrollo económico y social de los departamentos fronterizos y se dictan otras disposiciones. ",Ley General Fronteriza,Publicada Ponencia Segundo Debate,"jul. 20, 2018","Busca fomentar el desarrollo integral de los departamentos fronterizos, propiciando desde el Estado, el fortalecimiento de sus organizaciones e instituciones públicas, privadas, de economía mixta y la integración con las demás regiones y países de fronteras. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-crea-parcialmente-la-ley-general-fronteriza-bajo-los-preceptos-constitucionales-del-articulo-337-de-la-constitucion-politica-con-respecto-al-desarrollo-economico-y-social-de-los-departamentos-fronterizos-y-se-dictan-otras-disposiciones-ley-general-fronteriza/9367/,594
594,Por medio del cual se adiciona el artículo 125 de la Constitución Política y se otorgan derechos de carrera administrativa. ,Carrera administrativa,Archivado por Vencimiento de Términos,"jul. 20, 2018","La presente ley tiene por objeto garantizar el principio de confianza legítima, otorgándole los derechos propios de la carrera administrativa a aquellos empleados públicos que se encuentran prestando servicios personales remunerados, con vinculación legal y reglamentaria en empleos de carrera provistos en forma provisional, en virtud del tiempo en el que vienen desempeñando el cargo.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-adiciona-el-articulo-125-de-la-constitucion-politica-y-se-otorgan-derechos-de-carrera-administrativa-carrera-administrativa/9368/,595
595,Por medio del cual se convierte el programa ser pilo paga en una estrategia de largo plazo para el incentivo al mérito académico de la población en condiciones de vulnerabilidad socioeconómica. ,Ser pilo paga como política de Estado,Publicación,"jul. 20, 2018",La presente ley tiene por objeto convertir el programa “Ser Pilo Paga” en una estrategia de largo plazo que busca incentivar y apoyar el acceso a la Educación Superior de Alta Calidad para la población con mérito académico y en condiciones de vulnerabilidad socioeconómica en el territorio nacional.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-convierte-el-programa-ser-pilo-paga-en-una-estrategia-de-largo-plazo-para-el-incentivo-al-merito-academico-de-la-poblacion-en-condiciones-de-vulnerabilidad-socioeconomica-ser-pilo-paga-como-politica-de-estado/9369/,596
